Agency,Platform,Url,Date_Sampled,Likes_Followers_Visits_Downloads
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-04-30,
DRIS,Pinterest,http://pinterest.com/recordsnyc,2012-04-30,
DOE,SMS,877877,2012-04-30,382
NYCHA,SMS,,2012-04-30,
OEM,SMS,,2012-04-30,61652
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-04-30,3700
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,2012-04-30,
DOB,Tumblr,http://nycbuildings.tumblr.com,2012-04-30,
DOH,Tumblr,http://nychealth.tumblr.com/,2012-04-30,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2012-04-30,
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-04-30,406
EDC,Tumblr,http://nycedc.tumblr.com/,2012-04-30,14607
HRA,Tumblr,http://nycdads.tumblr.com,2012-04-30,
NYC & Co,Tumblr,nycgo.tumblr.com,2012-04-30,134
NYC Digital,Tumblr,madeinny.tumblr.com,2012-04-30,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-04-30,324
NYC Gov,Tumblr,nycgov.tumblr.com,2012-04-30,4313
OEM,Tumblr,http://nyccert.tumblr.com/,2012-04-30,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2012-04-30,
OMB,Tumblr,http://nycarra.tumblr.com,2012-04-30,1326
TLC,Tumblr,http://nyctlc.tumblr.com/,2012-04-30,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2012-04-30,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,2012-04-30,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com,2012-04-30,
FDNY,Tumblr,http://fdny.tumblr.com/,2012-04-30,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,2012-04-30,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-04-30,22
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-04-30,393
City Store,Twitter,http://twitter.com/citystorenyc,2012-04-30,222
LPC,Twitter,https://twitter.com/NYCLPC,2012-04-30,495
DOE,Twitter,http://twitter.com/alumny,2012-04-30,157
OEM,Twitter,http://twitter.com/NYCOEM,2012-04-30,142
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-04-30,346
LMEC,Twitter,http://twitter.com/nyclmew,2012-04-30,354
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-04-30,253
HRA,Twitter,http://twitter.com/nychra,2012-04-30,585
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-04-30,1618
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-04-30,567
DFTA,Twitter,http://twitter.com/NYCaging,2012-04-30,628
DOE,Twitter,http://twitter.com/TheFundforPS,2012-04-30,375
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-04-30,624
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-04-30,663
EDC,Twitter,http://twitter.com/AppSciNYC,2012-04-30,1225
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,2012-04-30,803
DOE,Twitter,http://twitter.com/nyctf,2012-04-30,727
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-04-30,948
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-04-30,739
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-04-30,820
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-04-30,1373
MOME,Twitter,http://www.twitter.com/madeinny,2012-04-30,1903
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-04-30,1566
DOI,Twitter,http://twitter.com/DOINews,2012-04-30,1759
DCA,Twitter,http://twitter.com/nycdca,2012-04-30,2051
DOE,Twitter,http://twitter.com/iteachnyc,2012-04-30,1495
CAU,Twitter,www.twitter.com/mayorscau,2012-04-30,1872
HHC,Twitter,http://twitter.com/HHCnyc,2012-04-30,2579
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-04-30,2060
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-04-30,2740
DEP,Twitter,http://twitter.com/nycwater,2012-04-30,3178
DOITT,Twitter,http://twitter.com/nycdoitt,2012-04-30,3170
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-04-30,3327
DYCD,Twitter,http://twitter.com/nycyouth,2012-04-30,2896
NYCService,Twitter,http://twitter.com/nycservice,2012-04-30,3243
TLC,Twitter,http://twitter.com/NYCTaxi,2012-04-30,3323
DOB,Twitter,http://twitter.com/nyc_buildings,2012-04-30,3864
NYCHA,Twitter,http://twitter.com/NYCHA,2012-04-30,3994
MOME,Twitter,http://www.twitter.com/nyc_media,2012-04-30,7299
EDC,Twitter,http://twitter.com/nycedc,2012-04-30,7767
DOH,Twitter,http://twitter.com/nycHealthy,2012-04-30,8661
NYC Digital,Twitter,http://twitter.com/nycgov,2012-04-30,21346
311,Twitter,http://www.twitter.com/NYCASP,2012-04-30,10562
DOT,Twitter,http://twitter.com/NYC_DOT,2012-04-30,15170
FDNY,Twitter,http://www.twitter.com/FDNY,2012-04-30,27399
DOE,Twitter,http://twitter.com/NYCSchools,2012-04-30,22751
DPR,Twitter,http://twitter.com/NYCParks,2012-04-30,23721
NYPD,Twitter,http://twitter.com/NYPDnews,2012-04-30,33469
311,Twitter,http://www.twitter.com/311NYC,2012-04-30,27616
OEM,Twitter,http://twitter.com/NotifyNYC,2012-04-30,38883
NYC & Co,Twitter,http://twitter.com/nycgo,2012-04-30,54671
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-04-30,65021
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-04-30,1128
DHS,Twitter,www.twitter.com/nycdhs,2012-04-30,315
DOF,Twitter,https://twitter.com/nycfinance,2012-04-30,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-04-30,147
DSNY,Twitter,www.twitter.com/nycrecycles,2012-04-30,36
FDNY,Twitter,https://twitter.com/joinFDNY,2012-04-30,1497
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-04-30,1948
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-04-30,39
NYC Digital,Twitter,https://twitter.com/nycgob,2012-04-30,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-04-30,146
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-04-30,199
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-04-30,150
Prob,Twitter,www.twitter.com/nycprobation,2012-04-30,139
Vets,Twitter,http://twitter.com/NYCVeterans,2012-04-30,275
DRIS,Twitter,https://twitter.com/NYCRecords,2012-04-30,
YMI,Twitter,http://www.twitter.com/nycyoungmen,2012-04-30,
DOE,Vimeo,http://vimeo.com/nycschools,2012-04-30,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,2012-04-30,
311,WordPress,http://311nyc.wordpress.com/,2012-04-30,
DOITT,WordPress,http://nycitymap.wordpress.com/,2012-04-30,
DOITT,WordPress,http://nycitt.wordpress.com/,2012-04-30,
HHS,WordPress,http://hsdatanyc.wordpress.com/,2012-04-30,
HHS,WordPress,http://hsdata-nyc.org,2012-04-30,
LMEC,WordPress,http://lmew.wordpress.com/,2012-04-30,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-04-30,
MOIA,WordPress,http://ihwnyc.wordpress.com,2012-04-30,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,2012-04-30,
DOT,Android,You The Man,2012-07-05,102
SBS,WordPress,http://workforce1.org,2012-04-30,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,2012-04-30,
DOE,YouTube,http://www.youtube.com/thefundforps,2012-04-30,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-04-30,
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-04-30,6
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-04-30,8
DOITT,YouTube,http://www.youtube.com/doittnews,2012-04-30,29
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-04-30,15
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-04-30,27
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-04-30,30
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-04-30,37
DOE,YouTube,http://www.youtube.com/nycschools,2012-04-30,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-04-30,52
OEM,YouTube,http://www.youtube.com/nycoem,2012-04-30,67
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-04-30,85
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-04-30,123
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-04-30,159
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-04-30,240
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-04-30,330
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-04-30,670
NYPD,YouTube,http://www.youtube.com/nypd,2012-04-30,3090
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-04-30,129
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-04-30,1159
Child Services,Youtube,http://www.youtube.com/user/childservices,2012-04-30,
DCA,YouTube,http://www.youtube.com/nycdca,2012-04-30,17
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-04-30,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,2012-04-30,191
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2012-04-30,4
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2012-04-30,1
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,2012-04-30,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2012-04-30,8
NYC Gov,YouTube,http://www.youtube.com/nycgov,2012-04-30,8
NYC Water,Youtube,http://www.youtube.com/nycwater,2012-04-30,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2012-04-30,
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2012-04-30,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-04-30,652
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,2012-04-30,
TOTAL,TOTAL,TOTAL,2012-04-30,1853118
DOH,Android,Condom Finder,2012-05-09,
DOT,Android,You The Man,2012-05-09,38
MOME,Android,MiNY Venor app,2012-05-09,343
DOT,Broadcastr,,2012-05-09,
MOME,Android,MiNY Venor app,2012-07-05,343
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,2012-05-09,
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-05-09,2107
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-05-09,11
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-05-09,60
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-05-09,112
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-05-09,187
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-05-09,197
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-05-09,225
OEM,Newsletter,,2012-07-05,47473
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-05-09,224
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-05-09,320
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-05-09,240
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-05-09,320
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,2012-05-09,257
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-05-09,361
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-05-09,304
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-05-09,272
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-05-09,305
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-05-09,350
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-05-09,360
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-05-09,396
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-05-09,371
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-05-09,371
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-05-09,289
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-05-09,381
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-05-09,303
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-05-09,510
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-05-09,675
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-05-09,360
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-05-09,442
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-05-09,491
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-05-09,496
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-05-09,481
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-05-09,942
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-05-09,1029
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-05-09,1475
Culture,Facebook,https://www.facebook.com/piypnyc,2012-05-09,964
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-05-09,1101
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-05-09,917
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-05-09,1051
HHC,Facebook,http://www.facebook.com/nychhc,2012-05-09,1148
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-05-09,1173
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-05-09,1451
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-05-09,1495
DOH,Facebook,http://www.facebook.com/NYCKnows,2012-05-09,1728
DOE,Facebook,http://www.facebook.com/nycgrads,2012-05-09,1828
,nyc.gov,2800000,2012-07-05,
DEP,Facebook,http://www.facebook.com/nycwater,2012-05-09,2505
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-05-09,2953
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-05-09,3293
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,2012-05-09,4815
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-05-09,3880
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-05-09,3829
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-05-09,4758
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-05-09,34087
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-05-09,5148
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-05-09,5382
NYCService,Facebook,http://www.facebook.com/nycservice,2012-05-09,5541
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-05-09,10750
DOH,Facebook,http://www.facebook.com/nycquits,2012-05-09,8793
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-05-09,7726
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-05-09,8327
DPR,Facebook,http://www.facebook.com/nycparks,2012-05-09,13992
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-05-09,14066
DOE,Facebook,http://www.facebook.com/NYCschools,2012-05-09,20583
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-05-09,18804
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-05-09,42898
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-05-09,82259
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-05-09,15
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-05-09,62
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-05-09,1068
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-05-09,
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-05-09,241
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-05-09,23
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-05-09,114
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-05-09,2842
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-05-09,70
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-05-09,1924
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-05-09,563
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-05-09,11452
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-05-09,96
NYPD,Facebook,https://www.facebook.com/NYPD,2012-05-09,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2012-05-09,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2012-05-09,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2012-05-09,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2012-05-09,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-05-09,287
DEP,Flickr,http://www.flickr.com/photos/nycep,2012-05-09,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,2012-05-09,
DOE,Flickr,http://www.flickr.com/photos/nycschools,2012-05-09,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,2012-05-09,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,2012-05-09,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,2012-05-09,
DSNY,Flickr,http://flickr.com/nycrecyclemore,2012-05-09,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,2012-05-09,
HHC,Flickr,http://www.flickr.com/hhcnyc,2012-05-09,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,2012-05-09,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,2012-05-09,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,2012-05-09,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,2012-05-09,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,2012-05-09,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,2012-05-09,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,2012-05-09,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,2012-05-09,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,2012-05-09,
HRA,Flickr,http://www.flickr.com/people/nychra/,2012-05-09,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,2012-05-09,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-05-09,88
DOH,Foursquare,https://foursquare.com/nychealthy,2012-05-09,83
DOT,Foursquare,http://foursquare.com/user/7474166,2012-05-09,4
DPR,Foursquare,https://foursquare.com/nycparks,2012-05-09,11054
EDC,Foursquare,https://foursquare.com/user/3045331,2012-05-09,19
FDNY,Foursquare,https://foursquare.com/fdny,2012-05-09,136
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-05-09,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-05-09,18556
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,2012-05-09,
NYCHA,Foursquare,https://foursquare.com/nycha,2012-05-09,40
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-05-09,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,2012-05-09,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-05-09,8203
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-05-09,24806
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-05-09,28000
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-05-09,772
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-05-09,709
DOT,iPhone app,You The Man,2012-05-09,2598
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-05-09,5383
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-05-09,2268
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-05-09,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-05-09,283
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-05-09,1999
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-05-09,19658
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-05-09,917
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-05-09,4266
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-05-09,87
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-05-09,144
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-05-09,1927
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-05-09,390
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-05-09,137
DOE,Newsletter,,2012-05-09,187180
DOT,Newsletter,,2012-05-09,72614
NYC Digital: external newsletter,Newsletter,,2012-05-09,174
NYC Gov,Newsletter,0,2012-05-09,587845
OEM,Newsletter,,2012-05-09,
,nyc.gov,2800000,2012-05-09,
nycgov,Pinterest,http://pinterest.com/nycgov,2012-05-09,
DOH,Pinterest,http://pinterest.com/nychealth,2012-05-09,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-05-09,
DRIS,Pinterest,http://pinterest.com/recordsnyc,2012-05-09,
DOE,SMS,877877,2012-05-09,
NYCHA,SMS,,2012-05-09,
OEM,SMS,,2012-05-09,
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-05-09,4237
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,2012-05-09,
DOB,Tumblr,http://nycbuildings.tumblr.com,2012-05-09,
DOH,Tumblr,http://nychealth.tumblr.com/,2012-05-09,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2012-05-09,
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-05-09,406
EDC,Tumblr,http://nycedc.tumblr.com/,2012-05-09,14607
HRA,Tumblr,http://nycdads.tumblr.com,2012-05-09,
NYC & Co,Tumblr,nycgo.tumblr.com,2012-05-09,134
NYC Digital,Tumblr,madeinny.tumblr.com,2012-05-09,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-05-09,326
NYC Gov,Tumblr,nycgov.tumblr.com,2012-05-09,5507
OEM,Tumblr,http://nyccert.tumblr.com/,2012-05-09,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2012-05-09,
OMB,Tumblr,http://nycarra.tumblr.com,2012-05-09,1715
TLC,Tumblr,http://nyctlc.tumblr.com/,2012-05-09,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2012-05-09,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,2012-05-09,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com,2012-05-09,
FDNY,Tumblr,http://fdny.tumblr.com/,2012-05-09,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,2012-05-09,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-05-09,4032
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-05-09,3364
City Store,Twitter,http://twitter.com/citystorenyc,2012-05-09,236
LPC,Twitter,https://twitter.com/NYCLPC,2012-05-09,65351
DOE,Twitter,http://twitter.com/alumny,2012-05-09,160
OEM,Twitter,http://twitter.com/NYCOEM,2012-05-09,39028
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-05-09,23
LMEC,Twitter,http://twitter.com/nyclmew,2012-05-09,512
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-05-09,36
HRA,Twitter,http://twitter.com/nychra,2012-05-09,359
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-05-09,39
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-05-09,27974
DFTA,Twitter,http://twitter.com/NYCaging,2012-05-09,3928
DOE,Twitter,http://twitter.com/TheFundforPS,2012-05-09,379
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-05-09,153
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-05-09,673
EDC,Twitter,http://twitter.com/AppSciNYC,2012-05-09,580
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,2012-05-09,22909
DOE,Twitter,http://twitter.com/nyctf,2012-05-09,737
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-05-09,23969
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-05-09,751
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-05-09,831
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-05-09,411
MOME,Twitter,http://www.twitter.com/madeinny,2012-05-09,639
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-05-09,2629
DOI,Twitter,http://twitter.com/DOINews,2012-05-09,3214
DCA,Twitter,http://twitter.com/nycdca,2012-05-09,2086
DOE,Twitter,http://twitter.com/iteachnyc,2012-05-09,1500
CAU,Twitter,www.twitter.com/mayorscau,2012-05-09,1889
HHC,Twitter,http://twitter.com/HHCnyc,2012-05-09,603
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-05-09,7404
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-05-09,1400
DEP,Twitter,http://twitter.com/nycwater,2012-05-09,3203
DOITT,Twitter,http://twitter.com/nycdoitt,2012-05-09,15375
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-05-09,2769
DYCD,Twitter,http://twitter.com/nycyouth,2012-05-09,7860
NYCService,Twitter,http://twitter.com/nycservice,2012-05-09,141
TLC,Twitter,http://twitter.com/NYCTaxi,2012-05-09,287
DOB,Twitter,http://twitter.com/nyc_buildings,2012-05-09,830
NYCHA,Twitter,http://twitter.com/NYCHA,2012-05-09,34071
MOME,Twitter,http://www.twitter.com/nyc_media,2012-05-09,1973
EDC,Twitter,http://twitter.com/nycedc,2012-05-09,1249
DOH,Twitter,http://twitter.com/nycHealthy,2012-05-09,1785
NYC Digital,Twitter,http://twitter.com/nycgov,2012-05-09,1677
311,Twitter,http://www.twitter.com/NYCASP,2012-05-09,10622
DOT,Twitter,http://twitter.com/NYC_DOT,2012-05-09,944
FDNY,Twitter,http://www.twitter.com/FDNY,2012-05-09,1507
DOE,Twitter,http://twitter.com/NYCSchools,2012-05-09,8770
